rollout/rew_surface_coverage_2d,time/iterations,rollout/rew_collision,time/total_timesteps,rollout/episode_reward,time/fps,rollout/episode_length,rollout/rew_termination,rollout/total_reward,time/training,train/approx_kl,train/clip_range,train/learning_rate,train/n_updates,train/clip_range_vf,train/loss,train/policy_gradient_loss,train/entropy_loss,train/value_loss,train/explained_variance,train/clip_fraction
0.551,471,-0.064,7716864,0.525,257,18.085,0.02,0.507,6.422327041625977,0.19979914,0.2,0.0001,2350,0.2,2.835139274597168,-0.032374353788327426,-2.678414160758257,5.668527634441853,0.6458085179328918,0.4851318359375
0.601,472,-0.059,7733248,0.613,257,21.525,0.022,0.564,1.2933523654937744,0.72339046,0.2,0.0001,2355,0.2,3.8076205253601074,0.03385578947098449,-2.644737191902575,5.633123015248498,0.6376779973506927,0.3341812015503876
0.601,473,-0.063,7749632,0.571,257,20.42,0.024,0.562,3.542719841003418,0.16672562,0.2,0.0001,2360,0.2,2.874958038330078,-0.004614444502161048,-2.6946704421339733,5.387057059228757,0.6445288062095642,0.4367717161016949
0.621,474,-0.065,7766016,0.585,256,20.312,0.026,0.581,6.4141716957092285,0.18868501,0.2,0.0001,2365,0.2,4.093435287475586,-0.03342469971976243,-2.707016807794571,5.264501940086484,0.6614410877227783,0.488623046875
0.568,475,-0.07,7782400,0.543,257,19.04,0.017,0.515,3.8750030994415283,0.13638297,0.2,0.0001,2370,0.2,2.41672420501709,-0.0063799235128196114,-2.686018289377292,5.607654798155029,0.641517847776413,0.4410400390625
0.586,476,-0.056,7798784,0.556,256,19.784,0.021,0.551,2.536792516708374,0.1325614,0.2,0.0001,2375,0.2,3.388312339782715,0.005300112495814839,-2.69214505661191,5.634470434639398,0.630624383687973,0.39646899606299213
0.618,477,-0.062,7815168,0.576,257,20.183,0.021,0.577,1.254047155380249,0.06172633,0.2,0.0001,2380,0.2,4.999990463256836,0.03819194292619584,-2.7024391120479954,5.814335601945078,0.6304753124713898,0.3546496975806452
0.599,478,-0.059,7831552,0.548,257,19.486,0.021,0.56,6.439047813415527,0.18395221,0.2,0.0001,2385,0.2,2.571350574493408,-0.03541175321515766,-2.6839802656322718,5.671489832922816,0.6367693245410919,0.48790283203125
0.63,479,-0.057,7847936,0.582,256,20.081,0.023,0.596,6.3855063915252686,0.18697801,0.2,0.0001,2390,0.2,2.0202560424804688,-0.03395239734381903,-2.7615440033376215,5.321726661920548,0.6450045108795166,0.48909912109375
0.63,480,-0.059,7864320,0.545,256,18.987,0.025,0.595,6.459891319274902,0.19345441,0.2,0.0001,2395,0.2,1.9232211112976074,-0.03230682489665924,-2.693926991149783,5.42875360660255,0.6505570113658905,0.48934326171875
0.614,481,-0.058,7880704,0.602,255,20.366,0.022,0.579,4.711722373962402,0.17596935,0.2,0.0001,2400,0.2,4.807216644287109,-0.020133341185060466,-2.721880060345757,5.714589341177809,0.6356716454029083,0.4612028927813164
0.581,482,-0.063,7897088,0.546,257,19.196,0.02,0.538,3.8536665439605713,1.0958325,0.2,0.0001,2405,0.2,2.4316983222961426,-0.010213737142601986,-2.8175986589387407,5.370124059746123,0.6519454717636108,0.4345526485788114
0.564,483,-0.064,7913472,0.533,257,18.304,0.021,0.521,5.185569763183594,0.25449568,0.2,0.0001,2410,0.2,3.84291672706604,-0.024813269039791846,-2.832074189691415,5.59782563192996,0.634324461221695,0.4639932562620424
0.559,484,-0.069,7929856,0.545,257,18.522,0.019,0.509,6.430026292800903,0.18952222,0.2,0.0001,2415,0.2,2.4013633728027344,-0.033133726314554225,-2.827285685017705,5.686357813328504,0.632590115070343,0.49622802734375
0.596,485,-0.067,7946240,0.571,257,19.802,0.021,0.551,3.8821136951446533,0.48565882,0.2,0.0001,2420,0.2,4.352059841156006,-0.010020811311161318,-2.814423017280618,5.425304259221578,0.6556799113750458,0.44166800902061853
0.588,486,-0.068,7962624,0.526,257,19.003,0.022,0.541,4.689552068710327,0.18463202,0.2,0.0001,2425,0.2,3.0728955268859863,-0.02088170735519698,-2.8313414683708777,5.758324396406484,0.6361726820468903,0.46047008547008544
0.557,487,-0.066,7979008,0.542,256,19.644,0.02,0.511,4.472646236419678,0.17897487,0.2,0.0001,2430,0.2,2.655947208404541,-0.01894143215878856,-2.868052792602952,5.416047644130802,0.641924113035202,0.4487866817155756
0.588,488,-0.062,7995392,0.55,257,19.399,0.022,0.549,5.3978729248046875,0.22169007,0.2,0.0001,2435,0.2,2.1872329711914062,-0.022657128216798984,-2.8614940130201916,5.439053283772796,0.6582144498825073,0.47870767625231914
0.574,489,-0.063,8011776,0.533,256,18.436,0.022,0.534,5.562817811965942,0.19277084,0.2,0.0001,2440,0.2,4.445649147033691,-0.02899528434082839,-2.857521290420204,5.314215727177145,0.6635932624340057,0.47621247759856633
0.584,490,-0.065,8028160,0.549,257,18.393,0.019,0.539,3.028745412826538,0.14082299,0.2,0.0001,2445,0.2,5.358581066131592,-0.0023324873541226677,-2.829222510750144,5.617452556937441,0.6508766710758209,0.41367574257425743
0.572,491,-0.069,8044544,0.559,256,19.291,0.018,0.52,6.208889484405518,0.18552732,0.2,0.0001,2450,0.2,1.6155908107757568,-0.030236582515851384,-2.8234531625624624,5.477453076839447,0.6509544253349304,0.48038054435483873
0.602,492,-0.065,8060928,0.54,256,18.383,0.023,0.56,5.3934948444366455,0.25033897,0.2,0.0001,2455,0.2,3.3823485374450684,-0.021440537070167805,-2.7898292501693756,6.065296071358647,0.6089543104171753,0.470489332096475
0.571,493,-0.072,8077312,0.533,256,17.9,0.017,0.517,6.441181898117065,0.19538689,0.2,0.0001,2460,0.2,2.7581303119659424,-0.03241982660838403,-2.7252610880881547,5.75396195948124,0.6204671859741211,0.4844970703125
0.596,494,-0.065,8093696,0.554,257,19.369,0.021,0.552,6.436163902282715,0.17981154,0.2,0.0001,2465,0.2,4.870295524597168,-0.03420134450279875,-2.7715064994990826,5.717250000312925,0.6255667507648468,0.48492431640625
0.618,495,-0.066,8110080,0.583,257,19.28,0.022,0.574,6.434531927108765,0.19681369,0.2,0.0001,2470,0.2,2.420745849609375,-0.035344653471111084,-2.787691855803132,5.8263916850090025,0.6257797479629517,0.48720703125
0.623,496,-0.054,8126464,0.564,256,19.754,0.024,0.592,6.419742584228516,0.19106421,0.2,0.0001,2475,0.2,2.6280877590179443,-0.03205143129089265,-2.821408139169216,5.501888747140765,0.6389481723308563,0.493017578125
0.584,497,-0.061,8142848,0.556,256,19.007,0.019,0.542,6.063920497894287,0.18969029,0.2,0.0001,2480,0.2,2.5625548362731934,-0.030817053995041314,-2.8006789459669887,5.5610988664233,0.640368640422821,0.48350981404958676
0.597,498,-0.068,8159232,0.538,256,18.636,0.019,0.548,6.397762060165405,0.20415574,0.2,0.0001,2485,0.2,3.6313939094543457,-0.03458399539595121,-2.802928618341684,5.424177859723568,0.655306875705719,0.4884765625
0.576,499,-0.064,8175616,0.557,256,19.492,0.021,0.532,6.453670263290405,0.19082779,0.2,0.0001,2490,0.2,3.5571184158325195,-0.03528818250197219,-2.817933002859354,5.482840313762426,0.6452522277832031,0.4797607421875
0.587,500,-0.059,8192000,0.509,256,17.763,0.022,0.55,2.4087765216827393,0.1198127,0.2,0.0001,2495,0.2,4.671774864196777,0.010618953208180137,-2.815123239493469,5.4966940662178265,0.6487383544445038,0.4137707468879668
0.629,501,-0.064,8208384,0.566,256,20.241,0.026,0.591,2.491804599761963,0.106437616,0.2,0.0001,2500,0.2,3.2779126167297363,0.009068728920556908,-2.8613598753766314,5.699878562756671,0.6351414620876312,0.38811610772357724
0.59,502,-0.062,8224768,0.545,256,18.931,0.023,0.552,4.345542907714844,0.19327642,0.2,0.0001,2505,0.2,3.6120808124542236,-0.016995497541718706,-2.887853715031646,5.939339825718902,0.618417352437973,0.4595021802325581
0.59,503,-0.067,8241152,0.53,256,17.471,0.021,0.544,6.3755457401275635,0.17959756,0.2,0.0001,2510,0.2,1.1722244024276733,-0.035315198663738556,-2.9431717485189437,5.648266616463661,0.6330758631229401,0.48553466796875
0.636,504,-0.067,8257536,0.582,256,19.762,0.024,0.593,6.39105749130249,0.1899041,0.2,0.0001,2515,0.2,3.706082344055176,-0.03512551766762044,-2.8508125822991133,5.593367043882608,0.6441718637943268,0.49093017578125
0.581,505,-0.06,8273920,0.547,256,18.666,0.019,0.539,6.421177625656128,0.19796565,0.2,0.0001,2520,0.2,1.1642472743988037,-0.03126250818968401,-2.8696675151586533,5.397955515980721,0.6475847363471985,0.47994384765625
0.573,506,-0.069,8290304,0.557,256,18.857,0.02,0.525,6.4299070835113525,0.1973391,0.2,0.0001,2525,0.2,2.3825271129608154,-0.03405193720027455,-2.878463672846556,5.592670237645507,0.6349949836730957,0.48489990234375
0.568,507,-0.064,8306688,0.552,256,18.991,0.02,0.524,3.261859178543091,0.15921073,0.2,0.0001,2530,0.2,3.5421385765075684,-0.000756658725097684,-2.9016582563610895,5.7108100243141315,0.6283175647258759,0.42360046012269936
0.562,508,-0.069,8323072,0.529,256,17.586,0.018,0.511,2.7253942489624023,0.17635405,0.2,0.0001,2535,0.2,3.2409074306488037,0.006857258795450131,-2.901829809612698,5.287663812990542,0.6483526825904846,0.41082175925925923
0.611,509,-0.064,8339456,0.585,256,19.692,0.024,0.571,3.7906806468963623,0.1488325,0.2,0.0001,2540,0.2,7.389067649841309,-0.009666532157969318,-2.8404249724588895,5.944365694648341,0.622072696685791,0.4423725328947368
0.61,510,-0.058,8355840,0.585,255,20.709,0.022,0.574,3.642927885055542,0.14880934,0.2,0.0001,2545,0.2,3.2006020545959473,-0.009336578109040247,-2.8020060328761627,5.555060080676378,0.6449299454689026,0.4327741825613079
0.599,511,-0.059,8372224,0.551,255,19.516,0.022,0.562,6.001961946487427,0.18164067,0.2,0.0001,2550,0.2,4.17379093170166,-0.028913185046908263,-2.8314415837286315,5.578037700716549,0.6385412514209747,0.475392574875208
0.592,512,-0.067,8388608,0.555,255,18.806,0.02,0.546,4.380894184112549,0.18567693,0.2,0.0001,2555,0.2,2.927824020385742,-0.01507701965323585,-2.8823083073312787,5.540482485898629,0.6369028091430664,0.450766849078341
0.578,513,-0.066,8404992,0.522,255,18.312,0.019,0.531,6.038913726806641,0.19091018,0.2,0.0001,2560,0.2,4.217461109161377,-0.031742734449070616,-2.8377961074279634,5.9266126957160745,0.6247693598270416,0.4767565190397351
0.602,514,-0.058,8421376,0.526,255,18.444,0.022,0.566,5.306452751159668,0.2188532,0.2,0.0001,2565,0.2,2.9314751625061035,-0.02423359529829507,-2.823755463263146,5.7382157498732544,0.6260669231414795,0.47820723684210525
0.565,515,-0.063,8437760,0.524,256,18.529,0.02,0.522,3.4309186935424805,0.15584518,0.2,0.0001,2570,0.2,2.7273406982421875,-0.005158065062904254,-2.772378774576409,6.023495660271755,0.6124333143234253,0.438953488372093
0.599,516,-0.059,8454144,0.567,255,19.138,0.023,0.564,3.5001301765441895,0.14783512,0.2,0.0001,2575,0.2,4.183810234069824,-0.006502464460209012,-2.8295528200694493,5.506924364907401,0.6425697803497314,0.42642857142857143
0.619,517,-0.06,8470528,0.563,255,19.555,0.022,0.582,6.438299894332886,0.20821989,0.2,0.0001,2580,0.2,5.962932109832764,-0.03335330309564597,-2.799470665678382,5.7562696393579245,0.6292466819286346,0.48525390625
0.641,518,-0.063,8486912,0.589,256,19.873,0.025,0.603,3.5865848064422607,0.14820202,0.2,0.0001,2585,0.2,5.4779744148254395,-0.006833287710375959,-2.889761549800468,5.741273614947357,0.6228887736797333,0.4249519902234637
0.616,519,-0.067,8503296,0.576,256,19.391,0.024,0.574,6.3157501220703125,0.1795863,0.2,0.0001,2590,0.2,2.4242238998413086,-0.03445817317133622,-2.901237993013291,5.028219223779345,0.6714307963848114,0.48009672619047616
0.618,520,-0.054,8519680,0.563,255,19.548,0.022,0.586,4.615481853485107,0.1856609,0.2,0.0001,2595,0.2,6.26267147064209,-0.01794857305894982,-2.889445818783655,5.613226063565611,0.6442810595035553,0.4661345842332613
0.648,521,-0.053,8536064,0.584,256,19.724,0.027,0.621,5.096234321594238,0.16334784,0.2,0.0001,2600,0.2,3.6239211559295654,-0.023230333632102453,-2.884665933373856,5.777894347614505,0.634833961725235,0.46020364481409004
0.603,522,-0.063,8552448,0.567,255,19.847,0.022,0.561,5.553079128265381,0.2039586,0.2,0.0001,2605,0.2,1.9353899955749512,-0.02559186289396258,-2.9115237376319802,5.332475371739494,0.6611416041851044,0.4672551895306859
0.556,523,-0.066,8568832,0.533,256,17.956,0.019,0.509,3.0394561290740967,0.1831994,0.2,0.0001,2610,0.2,3.5270118713378906,-1.1879796051959457e-05,-2.9443594044760655,5.154811382293701,0.6628292202949524,0.4245476973684211
0.619,524,-0.059,8585216,0.554,255,18.94,0.024,0.584,6.419491291046143,0.1867049,0.2,0.0001,2615,0.2,1.8089314699172974,-0.03419173924921779,-2.951855354383588,5.641490489244461,0.6320522427558899,0.4715087890625
0.611,525,-0.058,8601600,0.567,255,19.759,0.024,0.577,6.371575117111206,0.19676913,0.2,0.0001,2620,0.2,5.339726448059082,-0.036162519489880654,-2.9261768545955418,5.492661928758025,0.6479748487472534,0.48477783203125
0.605,526,-0.066,8617984,0.6,256,19.75,0.022,0.561,5.272489547729492,0.26698235,0.2,0.0001,2625,0.2,4.469669818878174,-0.02515475074006688,-2.9599935109274726,5.64401456333342,0.6369922459125519,0.4558333333333333
0.537,527,-0.073,8634368,0.535,257,17.876,0.018,0.482,0.7569558620452881,0.04520591,0.2,0.0001,2630,0.2,6.65199613571167,0.029417702205185043,-2.952940153448205,5.7145184466713355,0.6450780630111694,0.2798108552631579
0.576,528,-0.063,8650752,0.557,255,18.867,0.022,0.535,1.8917381763458252,0.1523537,0.2,0.0001,2635,0.2,5.382726669311523,0.01885120596059344,-2.961021228270097,5.494571804362822,0.6546125411987305,0.3649732620320856
0.625,529,-0.063,8667136,0.554,256,19.354,0.023,0.585,5.781848430633545,0.20390506,0.2,0.0001,2640,0.2,2.897418975830078,-0.03123477438567883,-2.9452480807848866,5.550812825612131,0.654649406671524,0.4820096237024221
0.578,530,-0.059,8683520,0.566,256,19.68,0.021,0.541,4.949752330780029,0.16474243,0.2,0.0001,2645,0.2,5.865614414215088,-0.023122732232164853,-2.926571984242911,5.42965060388199,0.6549033224582672,0.4562026515151515
0.627,531,-0.056,8699904,0.547,255,19.103,0.024,0.595,6.413661003112793,0.18022168,0.2,0.0001,2650,0.2,2.8632407188415527,-0.03128061663228436,-2.9359376825392247,5.712492154538632,0.6338479816913605,0.4823974609375
